,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,نام,نام خانوادگی,آدرس,جنسیت,معدل,مقطع تحصیلی,رشته تحصیلی,سن,مهارت,تجربه کاری(به سال)
2489,2489,2489,3141,3141,سيدولي الله,"حقانی
",خ کارگر جنوبی . خ ژیان پناه . کوچه حجازی  .,0.0,12,سیکل,"پرستاری
",16,"سرایدار 
",1
2490,2490,2490,3142,3142,سيدولي اله,"جهانگیری
",یاخچی اباد خ بهمن یار نبش دانش 7,2.0,14,کارشناسی,"علوم کامپیوتر
",38,"فروشنده  
",13
2491,2491,2491,3143,3143,سيديدالله,"شهیدی
",نیاوران کاشانک,2.0,24,کارشناسی,"دبیری زبان و ادبیات عربی
",42,"کارمند اداری  
",20
2492,2492,2492,3144,3144,سيديزدان,"دهقان
",خ ولیعصر .,2.0,18,کاردانی,"ادبیات داستانی
",33,"-1
",6
2493,2493,2493,3145,3145,سيديعقوب,"محمدی
",میدان امامت خ تیموری فر- خ بیهقی - نبش ک کاظم زاده,1.0,24,سیکل,"رادیولوژی
",45,"نقاش  
",1
2494,2494,2494,3146,3146,سيفعلي,"شهیدی
",افسریه . 15 متری چهارم وسط بلوار,-1.0,12,ندارد,"داروسازی
",16,"مهندس مکانیک
",4
2495,2495,2495,3147,3147,سيم طلا,"حیاتی
",نازی آباد . خ اکبر مشهدی. کوچه مکاریان.,-1.0,18,0,"زبان انگلیسی
",41,"ماما
",6
2496,2496,2496,3148,3148,سيماء,"خداپناهی
",خ شهید بیگلو چهار راه عسگری,2.0,25,فوق لیسانس,"ژئومورفولوژی
",54,"مهندس عمران  
",2
2497,2497,2497,3149,3149,سيمين تاج,"سروش
",,1.0,17,کارشناسی,"مهندسی فضای سبز
",24,"ناخدای کشتی 
",9
2498,2498,2498,3150,3150,سيمين دخت,"پایدار
",خ فریدون احمدی کوچه بهبودی بن بست سراج 2,-1.0,18,کارشناسی,,28,,13
2499,2499,2499,3152,3152,شاپري,"خمسه
",جوادیه . خ نوری . خ مستقل . ک برزه کارفرعی 155. جنب,2.0,19,دکترا,"-1
",25,"گزارشگر
",6
2500,2500,2500,3153,3153,شاداب,"خمسه
",شهرک باقری خ  بهارستان 4,1.0,20,سیکل,"کارشناسی چندرسانه‌ای
",26,"پرستار  
",13
2501,2501,2501,3154,3154,شاددخت,"شیرازی
",شاهین خ مخبری . نبش ک شب بو .,1.0,24,فوق دکترا,"مهندسی انرژی
",33,"مجسمه ساز
",10
2502,2502,2502,3155,3155,شادمان,"هاشمی رفسنجانی
",سی متری جی -جلوی پم,2.0,18,ندارد,"مهندسی فضای سبز
",16,"صندوقدار  
",2
2503,2503,2503,3156,3156,شادوستي,"همایون
",خ کریم خان نرسیده به خردمند شما لی,2.0,22,فوق لیسانس,"مدیریت جهان‌گردی
",29,"داروسازی
",2
2504,2504,2504,3157,3157,شادولت,"توسلی
",میدان امام حسین ابتدای خیابان انقلاب,2.0,20,کاردانی,"تکنسین پروتزهای دندانی
",47,"0
",3
2505,2505,2505,3158,3158,شاديه,"محجوب
",خ 17 شهریور جنوبی متری خ منصور متری نبوی کوچه شهید مجید اصفهانی,-1.0,25,فوق دیپلم,"مهندسی مدیریت اجرایی
",53,"کارشناس محیط زیست 
",1
2506,2506,2506,3159,3159,شازده,"اللهیاری
",شهرک غرب . خ هرمزان . برج زرین عمران تکلار,0.0,13,دکترا,"سینما
",22,"خلبان 
",10
2507,2507,2507,3160,3160,شاكرم,"صدر
",خ ایت اله مدنی - ک شهید شریفی - اواسط ک,-1.0,12,سیکل,"هوانوردی
",25,"مشاوران مالی
",5
2508,2508,2508,3161,3161,شامبر,"امیری
",اجاره دار خ بهشتی ک قایم مقام  ک محسنی ملک در حال ساخت,0.0,20,کاردانی,"0
",31,"مشاور
",8
2509,2509,2509,3162,3162,شاملك,"رفیعی
",میدان شهدا نرسیده به دروازه دولاب بالاتر از ک هادیانفر نبش قنادی شاتوت,1.0,21,دیپلم,"مهندسی مدیریت اجرایی
",23,"مهندس معماری
",5
2510,2510,2510,3163,3163,شاه پري,"هروی
",چهارراه پاسداران ضلع جنوب چهارراه کنار دکه روزنامه فروشی,-1.0,21,کاردانی,,23,"دندان پزشک  
",9
2511,2511,2511,3164,3164,شاهد,"سلامت
",مهرابادجنوبی خ توکلی نبش خ قدوسی جلوی,2.0,17,-1,"مهندسی هوافضا
",48,"-1
",17
2512,2512,2512,3165,3165,شاهدخت,"شاه‌حسینی
",شریعتی - بالاتر از میرداماد -,1.0,23,0,,28,"پیک موتوری  
",8
2513,2513,2513,3166,3166,شاهزاده بيگم,"عارف
",میدان رازی- بسمت راه اهن- کوچه خادم سابقی,1.0,21,0,"بهداشت مواد غذایی
",44,,13
2514,2514,2514,3167,3167,شاهزنان,"خاموشی
",خ دامپزشکی . خ پارسایان . کوی فرهادی .,-1.0,14,کارشناسی,"زبان فرانسوی
",37,"-1
",3
2515,2515,2515,3168,3168,شبير,"لاجوردی
",خ طالقانی - تقاطع طالقانی و سمیه - ک معیب,2.0,13,کاردانی,"مهندسی ایمنی
",46,"مهندس پزشکی  
",20
2516,2516,2516,3169,3169,شرف نساء,"خیابانی
",بازار مسگرها,0.0,12,-1,"مهندسی برق
",28,"نجاری
",8
2517,2517,2517,3170,3170,شرهان,"مجاهد
",خ احسان- 17 غربی- کوچه اول,-1.0,17,لیسانس,"علوم مهندسی
",47,"سرایدار 
",21
2518,2518,2518,3173,3173,شعيب,"رفیعی
",افسریه - 15 ئمتری اول و اتوبان - خ 19 - مابین,2.0,20,ندارد,"مهندسی بهداشت حرفه‌ای
",42,"فروشنده  
",14
2519,2519,2519,3174,3174,شقايق السادات,"شریعتمداری
",خیابان 17 شهریور . بعد از زیر گذر  امیر کبیر . نرسیده به گوته,0.0,25,لیسانس,"-1
",36,"مهندس مکانیک
",9
2520,2520,2520,3175,3175,شكار,"حقانی
",,1.0,13,کارشناسی,"معماری داخلی
",21,"نوازنده
",3
2521,2521,2521,3176,3176,شكر,"شریف
",میدان گمرک خ ایراوانی نبش خطیب مغازه نایلون فروش,-1.0,23,فوق دکترا,"مکاترونیک
",16,"مسئول دفتر
",4
2522,2522,2522,3177,3177,شكرانه,"پناهی
",خ مصدعدی,1.0,21,دیپلم,,37,"منشی دادگاه
",13
2523,2523,2523,3178,3178,شكريه,"خرم‌آبادی
",خیابان شهران جنوبی - نبش کوچه ی قائم آل محمد -,-1.0,15,فوق دکترا,"جغرافیا
",23,"کارشناس حقوقی
",6
2524,2524,2524,3179,3179,شكوه السادات,"رستمی
",خ پیروزی -بلوار نیکنام -خ دل گشا -روبری مسجد جابری -کوچه خزرایی -نبش کوچه کد خدا,0.0,20,کارشناسی,"حقوق
",36,"-1
",0
2525,2525,2525,3180,3180,شكيب,"داودی
",نازی اباد ک باب الحوائج میدان باستان بن بست یازده,1.0,15,دیپلم,"مدیریت هتل‌داری
",54,"0
",11
2526,2526,2526,3182,3182,شمس الضحي,"روزبه
",کیانشهر.بلوار امام رضا.خ شهید همتی.بن بست دوم-,0.0,12,0,,21,"خلبان 
",5
2527,2527,2527,3183,3183,شمسعلي,"رهنما
",خیابان لبافی نزاد جلوی,1.0,21,سیکل,"کارشناسی فرش
",19,"پیک موتوری  
",4
2528,2528,2528,3185,3185,شمسه جهان,"انتظامی
",چهاراه تهرانپارس ورودی اتوبان  بسمت بسیج,1.0,17,فوق دیپلم,"پرورش کودکان پیش‌دبستانی
",23,"مکانیک  
",7
2529,2529,2529,3186,3186,شمسي جان,"مقدم
",استخر. حدفاصل بوستان ششم وپنجم -,0.0,23,لیسانس,"زبان روسی
",18,,0
2530,2530,2530,3187,3187,شمسي ناز,"حکمی
",شوش شرقی خ شهرزاد,1.0,22,کاردانی,"حقوق
",28,"ماموران تهیه و تدارک
",10
2531,2531,2531,3188,3188,شميم سادات,"خوئینی
",خیابان ری - حدفاصل کوچه ملاباقری تا نعیمی سپهر,-1.0,25,دکترا,"مدیریت و کمیسر دریایی
",37,"نقاش  
",3
2532,2532,2532,3189,3189,شنبه,"اعلم
",,2.0,13,دیپلم,"بیوتکنولوژی
",17,"-1
",0
2533,2533,2533,3190,3190,شنتيا,"خداپناهی
",پاسداران . خ اخوان . خ گیلان . نبش ورودی خ افشاری,1.0,14,فوق دکترا,"فیزیک
",42,"مربی مهد کودک  
",0
2534,2534,2534,3192,3192,شهراد,"جهانبگلو
",خ نیاوران - نبش مژده,-1.0,23,کارشناسی,"زبان و ادبیات فارسی
",36,"ماموران تهیه و تدارک
",0
2535,2535,2535,3193,3193,شهران,"سحاب
",شهر ری میدان مادر خ حسن پور,2.0,22,کاردانی,"مهندسی پلیمر
",24,"مشاور
",0
2536,2536,2536,3194,3194,شهرزادالسادات,"سبحانی
",آیت الله سعیدی  خ .  ها شمی  خ .  حیدریان,2.0,12,کاردانی,"مهندسی رباتیک
",52,"بنّا
",20
2537,2537,2537,3195,3195,شهرناز,"زارع
",نرسیده به میدان قدس,1.0,14,فوق دکترا,"حقوق
",27,,12
2538,2538,2538,3197,3197,شهسوار,"رحماندوست
",سه راه ورامین خ شهید نفری,1.0,23,سیکل,"مهندسی معدن
",26,"منشی  
",7
2539,2539,2539,3201,3201,شهين السادات,"خوئینی‌ها
",درب غربی  کتابخانه ملی -  باغ کتاب,-1.0,23,-1,"مهندسی تولیدات گیاهی
",54,"ماهیگیر
",26
2540,2540,2540,3202,3202,شهين سادات,"خاتمی
",,-1.0,16,لیسانس,"اتاق عمل
",47,"مهندس پزشکی  
",5
2541,2541,2541,3203,3203,شيخعلي,"دباغ
",بالاتر از میدان دربند,1.0,23,سیکل,,33,"جنگل داری
",16
2542,2542,2542,3204,3204,شيده السادات,"شیخ‌الاسلامی
",اتوبان همت به سمت غرب بعد از باکری تا شهرک المپیک,1.0,17,کاردانی,"علوم قضایی
",17,,3
2543,2543,2543,3205,3205,شيرافكن,"سحاب
",شهر ری,1.0,16,کارشناسی,"پزشکی هسته‌ای
",21,"خلبان 
",3
2544,2544,2544,3206,3206,شيرالله,"راوندی
",خیابان شهید نقدی اصفهانی,1.0,18,-1,"دبیری جغرافیا
",31,"مهندس برق، الکترونیک، مخابرات
",12
2545,2545,2545,3207,3207,شيرباز,"توسلی
",قیطریه . خ اندرز گو . سلیمی شمالی . اشکستان پور شمالی اواسط کوچه بین ابان و ارجمندی,1.0,12,-1,"تکنسین پروتزهای دندانی
",46,"جنگل داری
",20
2546,2546,2546,3208,3208,شيردل,"خوئینی‌ها
",هفت چنار خ حسام الدین. شهید افتکاری .,0.0,25,ندارد,,47," مددکار
",12
2547,2547,2547,3209,3209,شيرمحمد,"شریعتمداری
",نرسیده به میدان حر- ک بانکی- ک شاه جعفری- بن بست دوم,1.0,16,فوق دیپلم,"مهندسی راه‌آهن
",52,"تحلیلگر و مفسر اخبار
",8
2548,2548,2548,3210,3210,شيرين السادات,"شهیدی
",تهرانپارس خ 150 غربی بین خ برادران صادقی و اتوبان باقری,1.0,23,لیسانس,"رشته‌های هنر و زبان
",20,"عکاس 
",8
2549,2549,2549,3211,3211,شيرين بانو,"راوندی
",خیابان جوادیه 20 متری داخل بازارچه,1.0,22,ندارد,"تفسیر قرآن مجید
",32,"0
",2
2550,2550,2550,3212,3212,شيرين گل,"شریفیان
",بالاتر م ولیعصر کوچه شهید شهامتی,1.0,14,0,"زمین‌شناسی
",34,"عکاس 
",16
2551,2551,2551,3213,3213,شيلا,"مجتبایی
",میدان صنعت - ابتدای خ خوردین - ابتدای خ هرمزان -,0.0,20,ندارد,"-1
",50,"مهندسی کامپیوتر
",24
2552,2552,2552,3214,3214,شيماالسادات,"آشتیانی
",مصطفی خمینی . نرسیده به چهارراه مولوی کووچه فرهود,1.0,17,0,"تلویزیون و هنرهای دیجیتال
",20,"مسئول بایگانی
",3
2553,2553,2553,3215,3215,شيواني غزاله,"اوستا
",خ خاوران - مینابی -  ک محمرضا مرادی -,-1.0,12,دکترا,,41,"مسئول بایگانی
",18
2554,2554,2554,3216,3216,صابره سادات,"مددی
",تهرانسر بلوار یاس,-1.0,16,0,"علوم سیاسی
",19,"سرایدار 
",3
2555,2555,2555,3217,3217,صاحبعلي,"رفیعی
",شهرری . شهرعلائین . نبش خیابان میثم جنوبی,1.0,18,دکترا,"فوریت‌های پزشکی
",25,"پژوهشگر
",5
2556,2556,2556,3219,3219,صادقعلي,"شجاعی
",خ گاندی - خ دهم -,2.0,23,سیکل,"0
",53,"کارشناس دادگستری
",4
2557,2557,2557,3220,3220,صالحه خانم,"هدایت
",خ ایت  بالاتر از خ  گلستان,1.0,17,-1,"کاردانی هواپیما
",31,"تحلیلگر و مفسر اخبار
",4
2558,2558,2558,3222,3222,صبح نساء,"شیرازی
",ولنجک - ک 17 - بعد از تقاطع ساسان - ک 17 دست راست -,1.0,15,دیپلم,"راهنمایی و مشاوره
",53,"آهنگساز
",26
2559,2559,2559,3224,3224,صبحه نساء,"ابطحی
",بلوار ابوذر بین پل اول و دوم ک دهم شرقی ( معیا) پویش 4,2.0,25,فوق دکترا,"علوم اجتماعی
",15,"-1
",3
2560,2560,2560,3225,3225,صبرگل,"عبدالکریمی
",لواسانی - موذی,1.0,21,ندارد,"شنوایی‌شناسی
",30,"آمارگران
",13
2561,2561,2561,3226,3226,صبيله,"ارسباران 
",تهران پارس . خ 196 شرقی .,1.0,18,دکترا,"کارشناسی بهداشت عمومی
",22,"حسابدار و کمک حسابدار 
",1
2562,2562,2562,3227,3227,صحبت اله,"شبستری
",دولت کو چه بهمنی کو چه پروا نه .انتهای  پروانه در حال ساخت,-1.0,13,فوق لیسانس,"بینایی‌سنجی
",20,"کشاورز 
",9
2563,2563,2563,3230,3230,صداقت,"شبستری
",سهروردی  شمالی  .  ابتدای  خ  شهید  قندی  .  بین  خ  6  و  8,-1.0,24,دکترا,"مددکاری اجتماعی
",19,"وکیل  
",0
2564,2564,2564,3231,3231,صدقعلي,"منوچهری
",خیابان شهید اجاره دار روبه روی کوچه شهیدین,1.0,12,لیسانس,"علوم و صنایع غذایی
",25,"بازرسان مالی
",12
2565,2565,2565,3232,3232,صدمه,"راسخ
",میدان خراسان خ خاوران خ انوراده خ صادقی,-1.0,16,فوق دکترا,"مهندسی نفت
",49,"کارشناس دیجیتال مارکتینگ  
",13
2566,2566,2566,3233,3233,صديقه سلطان,"دری
",میدان سبلان - خیابان جانبازان غربی - تقاطع شهید حیدری,-1.0,20,فوق دکترا,"ایمونولوژی
",18,"استاد دانشگاه
",0
2567,2567,2567,3234,3234,صغراء,"افخم 
",میدلن بروجردی - کوچه فیض آبادی - کوچه درختی,0.0,17,-1,"بهداشت مواد غذایی
",54,"0
",3
2568,2568,2568,3235,3235,صغراخاتون,"گل محمدی
",ستارخان. خسرو جنوبی. ک 25 شرقی.,2.0,18,لیسانس,"مهندسی مواد و طراحی صنایع غذایی
",19,"0
",2
2569,2569,2569,3236,3236,صغراسادات,"پیرحیاتی
",خ پاسداران - شهید افشاری - انتهای خ گلستان سوم - کنار اتوبان صیاد,0.0,21,فوق لیسانس,"پرورش کودکان پیش‌دبستانی
",25,,8
2570,2570,2570,3237,3237,صغراي,"عراقی
",یاخچی آباد - خ مذهب شناس - خ فلاح -,1.0,16,کاردانی,"0
",26,"منشی دادگاه
",5
2571,2571,2571,3239,3239,صفدرعلي,"آشتیانی
",چهرراه حسابی خ رضایی نبش ک مقدم,1.0,25,لیسانس,"صنایع دستی
",53,"کارگر ساده  
",10
2572,2572,2572,3240,3240,صفرگل,"شرف
",مولوی خیابان تختی,2.0,24,کارشناسی,"دبیری زبان و ادبیات عربی
",35,"خبرنگار  
",2
2573,2573,2573,3241,3241,صفي اله,"خوئینی
",,1.0,19,ندارد,"علوم آزمایشگاهی
",32,"کارشناس دادگستری
",1
2574,2574,2574,3242,3242,صفيه السادات,"عالی
",شهرری خ ابن بابیه گلستان سوم,0.0,14,کاردانی,"علوم ارتباطات اجتماعی
",37,"کارمند اداری  
",11
2575,2575,2575,3243,3243,صفيه سادات,"رنجبر
",,0.0,23,کارشناسی,"زبان آلمانی
",42,"-1
",21
2576,2576,2576,3244,3244,صلاح الدين,"زارع
",ستارخان خ باقر خان,2.0,21,سیکل,,52,"قاضی 
",2
2577,2577,2577,3245,3245,صنم بر,"مفتاح
",خ شهید بهشتی - خیابان صابونچی -کوچه هشتم -,1.0,15,دیپلم,"-1
",44,"ارزیابی و تحلیلگری مالی
",21
2578,2578,2578,3246,3246,صنم گل,"شادمهر
",کیانشهر - خ خواجوی کرمانی -,2.0,13,ندارد,"کاردان فنی عمران
",34,"زنبوردار
",15
2579,2579,2579,3247,3247,صهباسادات,"آهی
",خ امام خمینی,2.0,22,لیسانس,"مهندسی رباتیک
",29,"کارشناس بازاریابی 
",0
2580,2580,2580,3248,3248,صهيب,"خوئینی‌ها
",هفده شهریور .خ سرحدی .بن‌بست کریمی,0.0,22,کارشناسی ارشد,"-1
",42,"مهندس راه آهن 
",12
2581,2581,2581,3249,3249,ضاحي,"شهیدی
",ابتدای خیابان جمهوری اسلامی به  سمت اسکندری,0.0,20,دکترا,"ایمونولوژی
",53,"-1
",14
2582,2582,2582,3250,3250,ضمياء,"پایدار
",حبیب اللهی . خیابان شیخ فضل الله اکبری .,-1.0,23,کاردانی,"پزشکی هسته‌ای
",34,"پلیس 
",0
2583,2583,2583,3251,3251,ضياءالدين,"رحمانیان
",خ رشید جنوبی . بین رشید و کیخسروی . خ نقی نیا,1.0,16,کارشناسی ارشد,"0
",15,,1
2584,2584,2584,3252,3252,طاناز,"شریعتمداری
",,-1.0,24,فوق دکترا,,41,"مجسمه ساز
",20
2585,2585,2585,3253,3253,طاهرالسادات,"شهیدی
",خ عجب گل . بعد از چهارراه عارف سر گوچه صادقی,1.0,13,کاردانی,"تکنولوژی مرتع و آبخیزداری
",25,"حسابدار و کمک حسابدار 
",11
2586,2586,2586,3254,3254,طاهره خانم,"شاملو
",میدان محمدیه به سمت چهارراه مولوی کوچه اکبری کوچه اق داشی کوچه باغ انگوری کوچه اذر نیا,0.0,13,0,"کاردان فنی معدن
",27,"کتابداران
",1
2587,2587,2587,3257,3257,طلابگم,"پستا
",پاسدار گمنام خیابان واضحی فر,1.0,15,ندارد,"مدیریت جهان‌گردی
",16,"مهندس معماری
",4
2588,2588,2588,3258,3258,طلايه,"شهیدی
",میدان هروی . بلوار گلزار . ک شهید عبدی .,0.0,23,0,"مهندسی مکانیک
",36,"-1
",18
2589,2589,2589,3260,3260,طلعت السادات,"زرشناس
",خ صبوری . کوچه کامیار .,1.0,14,لیسانس,"-1
",39,"مسئول دفتر
",4
2590,2590,2590,3261,3261,طلعت بانو,"صغیری
",سعادت آباد .بلوارفرحزادی .میدان کتاب .خیابان کوهستان.,-1.0,21,دکترا,"حقوق
",48,"جنگل داری
",16
2591,2591,2591,3262,3262,طلوع,"شیخ‌الاسلامی
",مسعودیه -خ کلهر - نرسیده به چهارراه 4 -,0.0,14,فوق دکترا,"زبان انگلیسی
",18,"ارزیابی و تحلیلگری مالی
",4
2592,2592,2592,3263,3263,طلوعه,"عصار
",انتهای خا نی اباد نو    شهرک بستان   خ . ماهور,2.0,19,دکترا,"مهندسی شهرسازی
",39,"کشاورز 
",15
2593,2593,2593,3264,3264,طنازسادات,"شریفیان
",سعدی.قبل از انقلاب.,2.0,15,-1,"گرافیک
",45,"ماما
",19
2594,2594,2594,3265,3265,طهمورث,"حکمی
",خیابان مطهری . نبش خیابان فجر ( جم ) .,-1.0,14,کاردانی,"زیست‌شناسی سلولی
",19,"کارشناس فروش 
",1
2595,2595,2595,3266,3266,طهمينه,"صدر
",م خراسان خ طیب  نبش ک حاجی مرشد,0.0,19,فوق دیپلم,"پزشکی
",52,"کارشناس فروش 
",13
2596,2596,2596,3267,3267,طهوراسادات,"داور 
",خیابان آیت الله کاشانی - خیابان الهی - بعد از میدان -,-1.0,24,فوق لیسانس,"مهندسی هوافضا
",28,"مترجم
",0
2597,2597,2597,3269,3269,طيبه بيگم,"شاهی
",نازی آباد. میدان سرسبز. کوچه شهید حسن زاده,1.0,20,ندارد,"مهندسی ایمنی
",46,"مسئول بایگانی
",2
2598,2598,2598,3270,3270,طيبه خانم,"عبدالملکی
",اتوبان ایت الله  سعیدی,0.0,16,سیکل,"مهندسی فرماندهی و کنترل هوایی
",17,"بازیگر  
",1
2599,2599,2599,3272,3272,ظاهر,"جهانبگلو
",,2.0,23,-1,"آرگونومی
",43,"مدیر مالی  
",9
2600,2600,2600,3273,3273,ظريفه,"انوشه
",خ کمالی - چهارراه لشکر -,1.0,21,ندارد,"معماری داخلی
",48,"ماموران تهیه و تدارک
",23
2601,2601,2601,3274,3274,عابس,"لاجوردی
",افسریه خ قائم کوچه ششم شهید مدنی,1.0,18,سیکل,"مهندسی صنایع
",27,"پلیس 
",10
2602,2602,2602,3275,3275,عاجب,"مجتهد شبستری
",میدان امام حسین خ 17شهریور شمالی نبش کوچه پرستاری,0.0,16,سیکل,"مهندسی پزشکی
",34,"ماموران تهیه و تدارک
",0
2603,2603,2603,3278,3278,عارفه السادات,"هاشمیان
",خیابان هنگام خیابان 20 متری شمیران نو دور میدان پاکدامن,0.0,24,-1,"گرافیک
",36,"مسئول بایگانی
",6
2604,2604,2604,3280,3280,عاطفه سادات,"سبزواری
",مدنی شمال- خیابان رمضانی-  خ واشقانی- مدرسه استقلال,0.0,15,کاردانی,"زبان چینی
",18,"کارشناس بازاریابی 
",1
2605,2605,2605,3281,3281,عافيه,"عارف
",ولیعصر محمودیه کوچه تیر نبش اسفندار,0.0,23,دیپلم,"پرورش کودکان پیش‌دبستانی
",26,"مربی مهد کودک  
",0
2606,2606,2606,3282,3282,عاقل,"جمادی
",سهروردی جنوبی ک نفیسی ÷ 1,-1.0,17,ندارد,"فوریت‌های پزشکی
",55,"تکنسین اتاق عمل 
",21
2607,2607,2607,3283,3283,عالمه السادات,"موحد
",تهرانپارس . خیابان 150شرقی .,0.0,14,دیپلم,"مدارک پزشکی
",40,"مهندس پلیمر  
",9
2608,2608,2608,3286,3286,عبد,"مشا
",رسالت مجیدیه شمالی شهید منصوری (16متری دوم )بین کوچه استرکی و داود علی بخشی,-1.0,25,کارشناسی ارشد,"0
",51,"فیزیوتراپی
",18
2609,2609,2609,3287,3287,عبدالاعلي,"مطهری
",مشیریه خ اسکندر لو خ عباسی خ تیمسار فلاحی,2.0,18,کاردانی,"شیمی
",19,"مشاور
",4
2610,2610,2610,3288,3288,عبدالامام,"آژند
",,1.0,15,کارشناسی,"ژئومورفولوژی
",53,"کارشناس مرکز تماس  
",5
2611,2611,2611,3289,3289,عبدالباري,"مرتضوی
",تهرانسر . بلوار لاله . ابتدای خیابان نفت شمالی  اول .خ بیستم,1.0,22,کاردانی,"چاپ
",23,"-1
",8
2612,2612,2612,3290,3290,عبدالجبار,"مرتضوی
",جاده ساوه خ دولتخوان خ پیروز جنوبی انتهای ک 35,2.0,25,فوق دیپلم,,33,"موزه داران
",12
2613,2613,2613,3291,3291,عبدالحكيم,"همدانی
",خ خلیج . خ فلاح زاده . ک 6 متری رجایی .,-1.0,16,کاردانی,"0
",26,"کارشناس مرکز تماس  
",3
2614,2614,2614,3292,3292,عبدالحليم,"ساعی
",خیابان مطهری  - لارستان - کوچه 18 -,0.0,15,سیکل,,22,"کارگردان
",6
2615,2615,2615,3293,3293,عبدالسلام,"شادمهر
",خیابان خرمشهر شمالی  - کوچه چهار متری  -,1.0,12,لیسانس,"حسابداری
",25,"مجسمه ساز
",10
2616,2616,2616,3294,3294,عبدالصادق,"شجاعی
",میدان بریانک روبه روی خ دعوتی,0.0,15,فوق لیسانس,"جنگل‌داری
",55,"پرورش دهنده ماهی
",14
2617,2617,2617,3295,3295,عبدالطاهر,"آریان‌پور
",پاسگاه نعمت آباد شهرک صادقیه 12 ش فولاد,0.0,21,0,"پرورش کودکان پیش‌دبستانی
",28,"-1
",7
2618,2618,2618,3297,3297,عبدالقادر,"پورناظری
",اندرزگو خ احمدی,0.0,24,فوق دیپلم,"مهندسی رباتیک
",36,"ماهیگیر
",10
2619,2619,2619,3298,3298,عبدالمجيب,"مفتاح
",قلعه مرغی. ابتدای خ ابوذر. خ تشیع. کوچه شهید ناصر جدی پور. بن بست نیایش.,1.0,15,ندارد,"مهندسی ماشین‌های کشاورزی
",52,"مربی مهد کودک  
",17
2620,2620,2620,3299,3299,عبدالمحمود,"رنجبر
",دزاشیب خ کریمی پایین تر چهار راه اسدی - از منتهی الیه کوچه ثابتی - تا,-1.0,14,0,"کاردان فنی برق
",17,"پرورش دهنده ماهی
",0
2621,2621,2621,3300,3300,عبدالمعيد,"پستا
",جنت اباد جنوبی. بین همت و م چهار باغ. ک اعتضادی شرقی.,1.0,13,لیسانس,"مهندسی رباتیک
",35,"دادیار
",14
2622,2622,2622,3302,3302,عبدالناصر,"خاموشی
",شهرری - 13 آبان - خیابان ر ضازاده - نبش کوچه شهید فرجی,2.0,13,-1,"زیست‌شناسی
",28,"مدیر مالی  
",10
2623,2623,2623,3305,3305,عبدل علي,"میرزاده
",شهرری. میدان نماز .,1.0,23,سیکل,"تلویزیون و هنرهای دیجیتال
",40,"مسئول وصول مطالبات
",4
2624,2624,2624,3306,3306,عبديزدان,"شادمهر
",خ مختاری.ک لشگری نژاد.خ حسینی .,2.0,23,لیسانس,"کاردانی هواپیما
",51,"کارشناس امنیت اطلاعات  
",25
2625,2625,2625,3307,3307,عبود,"ارسباران 
",شهرک غرب بلوار دادمان خ جلیلوند سوم غربی,0.0,23,ندارد,"باستان‌شناسی
",23,"دام دار
",9
2626,2626,2626,3308,3308,عبيد,"ملکیان
",خ خاوران. خ ذوالفقاری . سر کوچه تسلیحی .,-1.0,17,فوق دکترا,"علوم ارتباطات اجتماعی
",43,,0
2627,2627,2627,3309,3309,عتيه,"شاملو
",خیابان عبدالله زاده خ سراابادی و شهرستمی اواسط کوچه,0.0,15,لیسانس,"بینایی‌سنجی
",19,"صندوقدار  
",2
2628,2628,2628,3310,3310,عذراء,"مهاجرانی
",مختاری غربی کوچه صفا بن بست اخر,0.0,25,0,"فیزیک
",29,"مربی مهد کودک  
",7
2629,2629,2629,3311,3311,عذرابانو,"رنگرز
",افسریه خ تختی,0.0,24,کارشناسی,"مهندسی بازرسی فنی
",38,"پرستار  
",10
2630,2630,2630,3312,3312,عذرابيگم,"حجتی
",میدان رسالت خیابان هنگام خیابان 20 متری شمیران نو دور میدان پاکدامن,2.0,20,کاردانی,"دبیری زبان و ادبیات عربی
",37,"مهندسی کامپیوتر
",3
2631,2631,2631,3315,3315,عذري سادات,"رنجبر
",خ تهران نو بعد از پل خاقانی خ صدیقیان کوچه سر تا سر جویهای ک حنیفه,-1.0,13,کارشناسی ارشد,"مهندسی کشتی
",44,"مهندس راه آهن 
",4
2632,2632,2632,3316,3316,عرمان,"زمردیان
",انتهای اشرفی اصفهانی خ اسدالله زارعشهرک نفت ک25,-1.0,22,لیسانس,"صنایع دستی
",53,"صندوقدار  
",11
2633,2633,2633,3318,3318,عزت سادات,"آشوری
",تهران ویلا.خ هخامنش(امام منتظر).خ نادری راد.جنب,1.0,24,کارشناسی ارشد,"پدافند جنگ‌های میکروبی
",19,"ارزیابی و تحلیلگری مالی
",1
2634,2634,2634,3319,3319,عزيزاغا,"رحماندوست
",خانی آباد نو - خ صمدی - ک شاد -,1.0,18,دیپلم,"کاردان فنی معدن
",22,"مسئول وصول مطالبات
",9
2635,2635,2635,3320,3320,عزيزآقا,"سلامت
",لاله زار شمالی- بعدازمنوچهری- سر کوچه مصباح,1.0,25,کارشناسی,"پدافند جنگ‌های میکروبی
",15,"اپتومتریست
",3
